SEQ_AUTO_INFRACAO;QUANTIDADE;UNIDADE;TIPO;GRUPO;NOME_POPULAR;NOME_CIENTIFICO;CITES;DESCRICAO;CARACTERISTICA;SITUACAO;ULTIMA_ATUALIZACAO_RELATORIO
1809798;1;Unidade;Fauna;Ave;;;N;;Vivo;;08/11/2022 19:00
1809798;13;Unidade;Fauna;Ave;Rolinha;Columbina talpacoti;N;;Vivo;;08/11/2022 19:00
1809798;1;Unidade;Fauna;Ave;Sanhaço-de-encontro-azul;Thraupis cyanoptera;N;;Vivo;;08/11/2022 19:00
1809798;2;Unidade;Fauna;Ave;Canário-da-terra-verdadeiro;Sicalis flaveola;N;;Vivo;;08/11/2022 19:00
1809798;1;Unidade;Fauna;Ave;Sabiá-gongá;Saltator coerulescens;N;;Vivo;;08/11/2022 19:00
1809798;2;Unidade;Fauna;Ave;Azulão-verdadeiro;Passerina brissonii;N;;Vivo;;08/11/2022 19:00
1809798;4;Unidade;Fauna;Ave;Galo-da-campina;Paroaria dominicana;N;;Vivo;;08/11/2022 19:00
1812170;1;Unidade;Fauna;Ave;Vivi;Euphonia chlorotica;N;;Vivo;;08/11/2022 19:00
1812170;1;Unidade;Fauna;Ave;Baiano;Sporophila nigricollis;N;;Vivo;;08/11/2022 19:00
1812170;2;Unidade;Fauna;Ave;Golinho;Sporophila albogularis;N;;Vivo;;08/11/2022 19:00
1812170;1;Unidade;Fauna;Ave;Tipio;Sicalis luteola;N;;Vivo;;08/11/2022 19:00
1812170;1;Unidade;Fauna;Ave;Cancã;Cyanocorax cyanopogon;N;;Vivo;;08/11/2022 19:00
1812170;1;Unidade;Fauna;Ave;Sanhaço-cinzento;Thraupis sayaca;N;;Vivo;;08/11/2022 19:00
1812170;2;Unidade;Fauna;Ave;Galo-da-campina;Paroaria dominicana;N;;Vivo;;08/11/2022 19:00
1812170;2;Unidade;Fauna;Ave;Papagaio-verdadeiro;Amazona aestiva;N;;Vivo;;08/11/2022 19:00
1812170;1;Unidade;Fauna;Ave;Arara-vermelha;Ara chloroptera;N;;Vivo;;08/11/2022 19:00
1813873;46;m³ (1 MDC);Flora;Carvão;;;N;;Morta;;08/11/2022 19:00
1792934;1;Unidade;Fauna;Ave;Melro;Gnorimopsar chopi;N;;Vivo;;08/11/2022 19:00
1792934;1;Unidade;Fauna;Ave;Trinca-ferro-verdadeiro;Saltator similis;N;;Vivo;;08/11/2022 19:00
1795001;1;Unidade;Fauna;Ave;Azulão;Passerina brissonii;N;;Vivo;;08/11/2022 19:00
1795001;4;Unidade;Fauna;Ave;coleiro-cabeça-preta-do-peito-amarelo;Sporophila nigricollis;N;;Vivo;;08/11/2022 19:00
1795001;3;Unidade;Fauna;Ave;Canário-da-terra;Sicalis flaveola;N;;Vivo;;08/11/2022 19:00
1794335;1;Unidade;Fauna;Ave;Pretinho;Xenopipo atronitens;S;;Vivo;;08/11/2022 19:00
1794335;2;Unidade;Fauna;Ave;Papagaio-galego;Amazona xanthops;S;;Vivo;;08/11/2022 19:00
1794983;1;Unidade;Fauna;Ave;coleiro-cabeça-preta-do-peito-amarelo;Sporophila nigricollis;N;;Vivo;;08/11/2022 19:00
1840115;70;kg (1.000 L);Pesca;Pescado;;;N;;Morto;;08/11/2022 19:00
1806151;1;Unidade;Fauna;Ave;Trinca-ferro-verdadeiro;Saltator similis;N;;Vivo;;08/11/2022 19:00
1794382;9;Unidade;Fauna;Ave;Bico-de-veludo;Schistochlamys ruficapillus;N;;Vivo;;08/11/2022 19:00
1794382;18;Unidade;Fauna;Ave;Trinca-ferro-verdadeiro;Saltator similis;N;;Vivo;;08/11/2022 19:00
1794382;14;Unidade;Fauna;Ave;Tico-tico;Zonotrichia capensis;N;;Vivo;;08/11/2022 19:00
1794382;1;Unidade;Fauna;Ave;Tico-tico-do-tepui;Atlapetes personatus;N;;Vivo;;08/11/2022 19:00
1794382;1;Unidade;Fauna;Ave;Greather-sulphur-crested-cockatoo;Sporophila falcirostris;S;;Vivo;;08/11/2022 19:00
1794382;1;Unidade;Fauna;Ave;Tico-tico-rei;Coryphospingus cucullatus;N;;Vivo;;08/11/2022 19:00
1814395;20;Unidade;Pesca;Peixes Ornamentais;Piranha;Serrasalmus hollandi;N;;Vivo;;08/11/2022 19:00
1814395;50;Unidade;Pesca;Peixes Ornamentais;;;N;;Vivo;;08/11/2022 19:00
1814395;1600;Unidade;Pesca;Peixes Ornamentais;Cardinal;Paracheirodon axelrodi;N;;Vivo;;08/11/2022 19:00
1807157;2;Unidade;Fauna;Ave;Baiano;Sporophila nigricollis;N;;Vivo;;08/11/2022 19:00
1807157;2;Unidade;Fauna;Ave;Coleirinho;Sporophila caerulescens;N;;Vivo;;08/11/2022 19:00
1807157;3;Unidade;Fauna;Ave;Canário-da-terra-verdadeiro;Sicalis flaveola;N;;Vivo;;08/11/2022 19:00
1807157;6;Unidade;Fauna;Ave;Trinca-ferro-verdadeiro;Saltator similis;N;;Vivo;;08/11/2022 19:00
1807157;2;Unidade;Fauna;Ave;Melro;Gnorimopsar chopi;N;;Vivo;;08/11/2022 19:00
1834868;1;Unidade;Fauna;Ave;coleiro-de-gola;Sporophila caerulescens;N;;Vivo;;08/11/2022 19:00
1836881;59;m³;Flora;Tora;Abiu;Pouteria ramiflora;N;;Morta;;08/11/2022 19:00
1837123;3;Unidade;Fauna;Ave;Trinca-ferro-verdadeiro;Saltator similis;N;;Vivo;;08/11/2022 19:00
1837130;22;Unidade;Fauna;Invertebrado;Swamp-ghost-crab;Ucides cordatus;N;;Vivo;;08/11/2022 19:00
1838648;1;Unidade;Fauna;;Papa-capim;Sporophila caerulescens;N;;Vivo;;08/11/2022 19:00
1838648;3;Unidade;Fauna;;Trinca-ferro-verdadeiro;Saltator similis;N;;Vivo;;08/11/2022 19:00
1806936;1;Unidade;Fauna;Réptil;Tracajá;Podocnemis unifilis;S;;Vivo;;08/11/2022 19:00
1806936;26;Unidade;Fauna;Réptil;Six-tubercled-amazon-river-turtle;Podocnemis sextuberculata;S;;Vivo;;08/11/2022 19:00
1810099;1;Unidade;Fauna;Ave;Galo-da-campina;Paroaria dominicana;N;;Vivo;;08/11/2022 19:00
1810099;1;Unidade;Fauna;Ave;Canário-da-terra-verdadeiro;Sicalis flaveola;N;;Vivo;;08/11/2022 19:00
1810102;3;Unidade;Fauna;Ave;Rolinha-branca;Columbina picui;N;Carne;Morto;;08/11/2022 19:00
1810102;3;Unidade;Fauna;;Avoante;Zenaida auriculata;N;;Morto;;08/11/2022 19:00
1794305;4;Unidade;Fauna;Ave;Trinca-ferro-verdadeiro;Saltator similis;N;;Vivo;;08/11/2022 19:00
1794305;1;Unidade;Fauna;Ave;Bico-de-veludo;Schistochlamys ruficapillus;N;;Vivo;;08/11/2022 19:00
1794305;1;Unidade;Fauna;Ave;Sanhaço-cinzento;Thraupis sayaca;N;;Vivo;;08/11/2022 19:00
1794305;1;Unidade;Fauna;Ave;Sabiá-poca;Turdus amaurochalinus;N;;Vivo;;08/11/2022 19:00
1794305;1;Unidade;Fauna;Ave;Azulão;Passerina brissonii;N;;Vivo;;08/11/2022 19:00
1794305;1;Unidade;Fauna;Ave;Tico-tico;Zonotrichia capensis;N;;Vivo;;08/11/2022 19:00
1790796;1;Unidade;Fauna;Ave;Bico-de-pimenta;Saltator atricollis;N;;Vivo;;08/11/2022 19:00
1790796;1;Unidade;Fauna;Ave;Azulão;Passerina brissonii;N;;Vivo;;08/11/2022 19:00
1807636;8.6;m³;Flora;Madeira Serrada;Angelim-pedra;Hymenolobium heterocarpum;N;;Morta;;08/11/2022 19:00
1807636;10.68;m³;Flora;Madeira Serrada;Tauari;Couratari guianensis;N;;Morta;;08/11/2022 19:00
1823086;1;Unidade;Fauna;Ave;Tico-tico;Zonotrichia capensis;N;;Vivo;;08/11/2022 19:00
1823086;2;Unidade;Fauna;Ave;Papa-capim;Sporophila caerulescens;N;;Vivo;;08/11/2022 19:00
1823086;2;Unidade;Fauna;Ave;Trinca-ferro-verdadeiro;Saltator similis;N;;Vivo;;08/11/2022 19:00
1812372;2;Unidade;Fauna;Ave;Bigodinho;Sporophila lineola;N;;Vivo;;08/11/2022 19:00
1831084;2;kg (1.000 L);Pesca;Caranguejo;Swamp-ghost-crab;Ucides cordatus;N;;Vivo;;08/11/2022 19:00
1831190;10;kg (1.000 L);Pesca;Caranguejo;Swamp-ghost-crab;Ucides cordatus;N;;Vivo;;08/11/2022 19:00
1833738;2;Unidade;Fauna;;Veado-catigueiro;Mazama gouazoubira;N;;Vivo;;08/11/2022 19:00
1833738;2;Unidade;Fauna;;Arara-canga;Ara macao;N;;Vivo;;08/11/2022 19:00
1835247;7;m³ (1 MDC);Flora;Tora;Sucupira-preta-folha-graúda;Diplotropis  spp.;N;;Morta;;08/11/2022 19:00
1835247;75;m³ (1 MDC);Flora;Tora;Maçaranduba;Manilkara huberi;N;;Morta;;08/11/2022 19:00
1835365;45.77;m³;Flora;Madeira Serrada;;;N;;Morta;;08/11/2022 19:00
1835395;40121;Metros;Flora;Tora;;;N;;Morta;;08/11/2022 19:00
1835427;18699;m³;Flora;Tora;;;N;;Morta;;08/11/2022 19:00
1837166;1;m³;Flora;Madeira Serrada;Itaúba;;N;;Morta;;08/11/2022 19:00
1837184;2;Unidade;Fauna;Ave;Canário-da-terra;Sicalis flaveola;N;;Vivo;;08/11/2022 19:00
1838911;1;Unidade;Fauna;;Papa-capim;Sporophila caerulescens;N;;Vivo;;08/11/2022 19:00
1838911;1;Unidade;Fauna;;Sabiá-laranjeira;Turdus rufiventris;N;;Vivo;;08/11/2022 19:00
1838911;22;Unidade;Fauna;;Curió;Oryzoborus angolensis;S;;Vivo;;08/11/2022 19:00
1838964;1;Unidade;Fauna;Ave;Canário-da-terra-verdadeiro;Sicalis flaveola;N;;Vivo;;08/11/2022 19:00
1807167;2;Unidade;Fauna;Ave;Canário-da-terra-verdadeiro;Sicalis flaveola;N;;Vivo;;08/11/2022 19:00
1807212;1;Unidade;Fauna;Ave;Papagaio-verdadeiro;Amazona aestiva;N;;Vivo;;08/11/2022 19:00
1810259;1;Unidade;Fauna;Ave;Papagaio-papa-cacau;Amazona festiva;S;;Vivo;;08/11/2022 19:00
1810259;1;Unidade;Fauna;Réptil;Tracajá-do-rio-negro;Podocnemis erythrocephala;S;;Vivo;;08/11/2022 19:00
1810259;15;Unidade;Fauna;Réptil;Cabeçudo;;N;;Vivo;;08/11/2022 19:00
1810276;53;kg (1.000 L);Pesca;;Surubim-cachara;Pseudoplatystoma fasciatum;N;;Morto;;08/11/2022 19:00
1810276;323;kg (1.000 L);Pesca;Pescado;Sulamba;Osteoglossum bicirrhosum;N;;Morto;;08/11/2022 19:00
1812905;7;kg (1.000 L);Pesca;Lagosta;Langosta-del-caribe;Panulirus argus;N;;Morto;;08/11/2022 19:00
1813153;3;Unidade;Pesca;Pescado;Tucunaré-açu;;N;;Morto;;08/11/2022 19:00
1813153;4;Unidade;Pesca;Pescado;Olho-de-boi;;N;;Morto;;08/11/2022 19:00
1813153;2;Unidade;Pesca;Pescado;Piau;;N;;Morto;;08/11/2022 19:00
1806095;1;Unidade;Fauna;Ave;Tico-tico;Zonotrichia capensis;N;;Vivo;;08/11/2022 19:00
1812171;1;Unidade;Fauna;Ave;Golinho;Sporophila albogularis;N;;Vivo;;08/11/2022 19:00
1812171;1;Unidade;Fauna;Ave;azulão;Cyanocompsa brissonii;N;;Vivo;;08/11/2022 19:00
1812171;1;Unidade;Fauna;Ave;Cancã;Cyanocorax cyanopogon;N;;Vivo;;08/11/2022 19:00
1812171;3;Unidade;Fauna;Ave;Galo-da-campina;Paroaria dominicana;N;;Vivo;;08/11/2022 19:00
1852922;1;Unidade;Fauna;Ave;Tico-tico-rei;Coryphospingus cucullatus;N;;Vivo;;08/11/2022 19:00
1852922;1;Unidade;Fauna;Ave;Canário-da-terra-verdadeiro;Sicalis flaveola;N;;Vivo;;08/11/2022 19:00
1852922;1;Unidade;Fauna;Ave;Pintassilgo;Carduelis magellanicus;N;;Vivo;;08/11/2022 19:00
1825270;246164;kg (1.000 L);Pesca;Pescado;;;N;;Morto;;08/11/2022 19:00
1775451;5;;Fauna;Ave;Canário-da-terra;Sicalis flaveola;N;;Vivo;;08/11/2022 19:00
1775451;3;;Fauna;Ave;Papa-capim;Sporophila caerulescens;N;;Vivo;;08/11/2022 19:00
1775451;3;;Fauna;Ave;Curió;Oryzoborus angolensis;N;;Vivo;;08/11/2022 19:00
1775451;2;;Fauna;Ave;Trinca-ferro-verdadeiro;Saltator similis;N;;Vivo;;08/11/2022 19:00
1876403;;kg (1.000 L);Pesca;Pescado;Spotted-pink-shrimp;Farfantepenaeus brasiliensis;N;;Morto;;08/11/2022 19:00
1878033;3500;kg (1.000 L);Pesca;Outros;;;N;;Vivo;;08/11/2022 19:00
1794383;2;Unidade;Fauna;Ave;Periquito-rei;Aratinga aurea;S;;Vivo;;08/11/2022 19:00
1794383;1;Unidade;Fauna;Ave;Tucano-toco;Ramphastos toco;S;;Vivo;;08/11/2022 19:00
1794383;4;Unidade;Fauna;Ave;Papagaio-verdadeiro;Amazona aestiva;S;;Vivo;;08/11/2022 19:00
1794383;3;Unidade;Fauna;Ave;Maitaca-de-maximiliano;Pionus maximiliani;S;;Vivo;;08/11/2022 19:00
1794383;2;Unidade;Fauna;Ave;Periquitão-maracanã;Aratinga leucophthalmus;S;;Vivo;;08/11/2022 19:00
1794383;1;Unidade;Fauna;Réptil;;Phrynops geoffroanus;S;;Vivo;;08/11/2022 19:00
1794383;1;Unidade;Fauna;Ave;Sabiá-barranco;Turdus leucomelas;S;;Vivo;;08/11/2022 19:00
1794383;2;Unidade;Fauna;Ave;Periquito-de-encontro-amarelo;Brotogeris chiriri;S;;Vivo;;08/11/2022 19:00
1827136;5;;Pesca;Pescado;Surubim;Pseudoplatystoma corruscans;N;;Morto;5kg.;08/11/2022 19:00
1875612;1;kg (1.000 L);Pesca;Outros;;;N;;Vivo;;08/11/2022 19:00
1945861;1;Unidade;Fauna;Ave;Patativa-verdadeira;Sporophila plumbea;N;;Vivo;;08/11/2022 19:00
1945861;3;Unidade;Fauna;Ave;Bigodinho;Sporophila lineola;N;;Vivo;;08/11/2022 19:00
1945861;2;Unidade;Fauna;Ave;Galo-da-campina;Paroaria dominicana;N;;Vivo;;08/11/2022 19:00
1945861;1;Unidade;Fauna;Ave;Sabiá-laranjeira;Turdus rufiventris;N;;Vivo;;08/11/2022 19:00
1945861;1;Unidade;Fauna;Ave;Azulão-verdadeiro;Passerina brissonii;N;;Vivo;;08/11/2022 19:00
1945861;2;Unidade;Fauna;Ave;Xexéu;Cacicus cela;N;;Vivo;;08/11/2022 19:00
1945861;1;Unidade;Fauna;Ave;Graúna;Gnorimopsar chopi;N;;Vivo;;08/11/2022 19:00
1945861;2;Unidade;Fauna;Ave;Trinca-ferro-verdadeiro;Saltator similis;N;;Vivo;;08/11/2022 19:00
1945861;7;Unidade;Fauna;Réptil;Jabuti-piranga;Geochelone carbonaria;S;;Vivo;;08/11/2022 19:00
1847005;2;Unidade;Fauna;Ave;arribaçã;Zenaida auriculata noronha;N;Carne;Morto;;08/11/2022 19:00
1793929;1;Unidade;Fauna;Ave;Tico-tico;Zonotrichia capensis;N;;Vivo;;08/11/2022 19:00
1793929;1;Unidade;Fauna;Ave;White-winged-duck;Sporophila lineola;N;;Vivo;ESTA ANOTADO ESTRELINHA;08/11/2022 19:00
1810269;756;kg (1.000 L);Pesca;Pescado;Sulamba;Osteoglossum bicirrhosum;N;;Morto;;08/11/2022 19:00
1880373;1;Unidade;Fauna;Ave;Periquito-da-caatinga;Aratinga cactorum;N;;Vivo;;08/11/2022 19:00
1812176;1;Unidade;Fauna;Ave;Galo-de-briga;Gallus domesticus;N;;Morto;;08/11/2022 19:00
1812176;17;Unidade;Fauna;Ave;Galo-de-briga;Gallus domesticus;N;;Vivo;;08/11/2022 19:00
1812176;59;Unidade;Fauna;Ave;Avoante;Zenaida auriculata;N;;Morto;;08/11/2022 19:00
1812176;1;Unidade;Fauna;Ave;Cancã;Cyanocorax cyanopogon;N;;Vivo;;08/11/2022 19:00
1812176;2;Unidade;Fauna;Ave;azulão;Cyanocompsa brissonii;N;;Vivo;;08/11/2022 19:00
1812176;1;Unidade;Fauna;Ave;Tico-tico-rei;Coryphospingus cucullatus;N;;Vivo;;08/11/2022 19:00
1812176;9;Unidade;Fauna;Ave;Golinho;Sporophila albogularis;N;;Vivo;;08/11/2022 19:00
1812176;3;Unidade;Fauna;Ave;Bigodinho;Sporophila lineola;N;;Vivo;;08/11/2022 19:00
1812176;4;Unidade;Fauna;Ave;Galo-da-campina;Paroaria dominicana;N;;Vivo;;08/11/2022 19:00
1852890;1;Unidade;Fauna;Ave;Trinca-ferro-verdadeiro;Saltator similis;N;;Vivo;;08/11/2022 19:00
1943798;1;Unidade;Fauna;Ave;Tico-tico-rei;Coryphospingus cucullatus;N;;Vivo;;08/11/2022 19:00
1943798;1;Unidade;Fauna;Ave;Papa-capim;Sporophila caerulescens;N;;Vivo;;08/11/2022 19:00
1854202;20;kg (1.000 L);Pesca;;Pirapitinga;Brycon opalinus;N;;Morto;;08/11/2022 19:00
1854202;20;kg (1.000 L);Fauna;;Curimatá;Prochilodus rubrotaeniatus;N;;Morto;;08/11/2022 19:00
1851348;1;Unidade;Fauna;Ave;Gaturamo-verdadeiro;Euphonia violacea;N;;Vivo;;08/11/2022 19:00
1851348;1;Unidade;Fauna;Ave;Sabiá-da-mata;Turdus fumigatus;N;;Vivo;;08/11/2022 19:00
1851348;1;Unidade;Fauna;Ave;Bicudinho;Oryzoborus crassirostris;N;;Vivo;;08/11/2022 19:00
1820256;1;Unidade;Fauna;Ave;Brejal;Sporophila albogularis;N;;Vivo;;08/11/2022 19:00
1820256;1;Unidade;Fauna;Ave;Baiano;Sporophila nigricollis;N;;Vivo;;08/11/2022 19:00
1820256;1;Unidade;Fauna;Ave;Bigodinho;Sporophila lineola;N;;Vivo;;08/11/2022 19:00
1820256;1;Unidade;Fauna;Ave;Graúna;Gnorimopsar chopi;N;;Vivo;;08/11/2022 19:00
1820256;3;Unidade;Fauna;Ave;Galo-da-campina;Paroaria dominicana;N;;Vivo;;08/11/2022 19:00
1820256;4;Unidade;Fauna;Ave;Canário-da-terra;Sicalis flaveola;N;;Vivo;;08/11/2022 19:00
1801978;93;Unidade;Fauna;Invertebrado;Swamp-ghost-crab;Ucides cordatus;N;;Vivo;;08/11/2022 19:00
1855971;1;Unidade;Fauna;Ave;azulão;Cyanocompsa brissonii;N;;Vivo;;08/11/2022 19:00
1855971;2;Unidade;Fauna;Ave;Canário-da-terra-verdadeiro;Sicalis flaveola;N;;Vivo;;08/11/2022 19:00
1855971;1;Unidade;Fauna;Ave;Baiano;Sporophila nigricollis;N;;Vivo;;08/11/2022 19:00
1855971;1;Unidade;Fauna;Ave;Graúna;Gnorimopsar chopi;N;;Vivo;;08/11/2022 19:00
1821282;1;Unidade;Fauna;Ave;Galo-da-campina;Paroaria dominicana;N;;Vivo;;08/11/2022 19:00
1821282;2;Unidade;Fauna;Ave;Periquito-da-caatinga;Aratinga cactorum;N;;Vivo;;08/11/2022 19:00
1809017;2;Unidade;Fauna;Ave;Rolinha;Columbina talpacoti;N;Carne;Morto;;08/11/2022 19:00
1809017;1;Unidade;Fauna;Ave;Marreca-irerê;Dendrocygna viduata;N;Carne;Morto;;08/11/2022 19:00
1809016;1;Unidade;Fauna;Ave;Galo-da-campina;Paroaria dominicana;N;;Vivo;;08/11/2022 19:00
1809016;3;Unidade;Fauna;Ave;Azulão-verdadeiro;Passerina brissonii;N;;Vivo;;08/11/2022 19:00
1809016;1;Unidade;Fauna;;Tatu-peba;Euphractus sexcinctus;N;;Vivo;;08/11/2022 19:00
1809016;1;Unidade;Fauna;;Papagaio-verdadeiro;Amazona aestiva;S;;Vivo;;08/11/2022 19:00
1860838;120;Caixas;Fauna;Anfíbio;Swamp-ghost-crab;Ucides cordatus;N;;Vivo;;08/11/2022 19:00
1834680;2;m³ (1 MDC);Flora;Tora;Angelim;;N;;Morta;;08/11/2022 19:00
1834680;33;m³ (1 MDC);Flora;Tora;Angelim-vermelho;;N;;Morta;;08/11/2022 19:00
1834680;21;m³ (1 MDC);Flora;Tora;Cumaru;;N;;Morta;;08/11/2022 19:00
1834680;35;m³ (1 MDC);Flora;Tora;Fava;;N;;Morta;;08/11/2022 19:00
1834680;94;m³ (1 MDC);Flora;Tora;Cedro;;N;;Morta;;08/11/2022 19:00
1834680;172;m³ (1 MDC);Flora;Tora;Itaúba;;N;;Morta;;08/11/2022 19:00
1834680;239;m³ (1 MDC);Flora;Tora;Amarelão;;N;;Morta;;08/11/2022 19:00
1834680;705;m³ (1 MDC);Flora;Tora;Jatobá;;N;;Morta;;08/11/2022 19:00
1834680;338;m³ (1 MDC);Flora;Tora;Maçaranduba;;N;;Morta;;08/11/2022 19:00
1834680;175;m³ (1 MDC);Flora;Tora;Ipê;;N;;Morta;;08/11/2022 19:00
1914919;4.13;m³;Flora;Madeira Serrada;Frei-jorge;Cordia  spp.;N;;Morta;;08/11/2022 19:00
1914919;3.1;m³;Flora;Madeira Serrada;Cedro-verdadeiro;Cedrela odorata;N;;Morta;;08/11/2022 19:00
1914919;19.4;M³;Flora;Madeira Serrada;Roxinho;Peltogyne  spp.;N;;Morta;;08/11/2022 19:00
1914919;10.5;m³;Flora;Madeira Serrada;Garapeira;Apuleia  spp.;N;;Morta;;08/11/2022 19:00
1914919;8.58;m³;Flora;Madeira Serrada;Jatobá-branco;Hymenaea  spp.;N;;Morta;;08/11/2022 19:00
1867205;1;Unidade;Fauna;Ave;Galo-da-campina;Paroaria dominicana;N;;Vivo;;08/11/2022 19:00
1867205;2;Unidade;Fauna;Ave;Papa-capim;Sporophila caerulescens;N;;Vivo;;08/11/2022 19:00
1867205;1;Unidade;Fauna;Ave;Bigodinho;Sporophila lineola;N;;Vivo;;08/11/2022 19:00
1872268;1;Unidade;Fauna;Ave;Golinho;Sporophila albogularis;N;;Vivo;;08/11/2022 19:00
1861481;35;Unidade;Fauna;Ave;Canário-da-terra;Sicalis flaveola;N;;Vivo;;08/11/2022 19:00
1805452;0;Unidade;Pesca;Outros;;;N;;Vivo;;08/11/2022 19:00
1450287;1;Unidade;Fauna;Ave;Tucano-toco;Ramphastos toco;N;;Vivo;;08/11/2022 19:00
1809041;1;Unidade;Fauna;Ave;Tico-tico;Zonotrichia capensis;N;;Vivo;;08/11/2022 19:00
1809041;1;Unidade;Fauna;Ave;Sabiá-laranjeira;Turdus rufiventris;N;;Vivo;;08/11/2022 19:00
1862845;1;Unidade;Fauna;Ave;coleiro-cabeça-preta-do-peito-amarelo;Sporophila nigricollis;N;;Vivo;;08/11/2022 19:00
1862845;1;Unidade;Fauna;Ave;Trinca-ferro-verdadeiro;Saltator similis;N;;Vivo;;08/11/2022 19:00
1862845;5;Unidade;Fauna;Ave;Canário-da-terra-verdadeiro;Sicalis flaveola;N;;Vivo;;08/11/2022 19:00
1862845;1;Unidade;Fauna;Ave;Sabiá-barranco;Turdus leucomelas;N;;Vivo;;08/11/2022 19:00
1862845;2;Unidade;Fauna;Ave;Tico-tico;Zonotrichia capensis;N;;Vivo;;08/11/2022 19:00
1862845;2;Unidade;Fauna;Ave;Azulão;Passerina brissonii;N;;Vivo;;08/11/2022 19:00
1848841;3931;m³;Flora;Madeira Serrada;;;N;;Morta;;08/11/2022 19:00
1848841;13546;m³;Flora;Madeira Serrada;Louro;;N;;Morta;;08/11/2022 19:00
1848841;10539;m³;Flora;Madeira Serrada;Cedro;;N;;Morta;;08/11/2022 19:00
1817482;200;Unidade;Pesca;Caranguejo;;;N;;Vivo;;08/11/2022 19:00
1799408;3;Unidade;Fauna;Ave;Trinca-ferro-verdadeiro;Saltator similis;N;;Vivo;;08/11/2022 19:00
1822972;1;Unidade;Fauna;Ave;Baiano;Sporophila nigricollis;N;;Vivo;;08/11/2022 19:00
1822972;1;Unidade;Fauna;Ave;Sabiá-laranjeira;Turdus rufiventris;N;;Vivo;;08/11/2022 19:00
1822972;1;Unidade;Fauna;Ave;Golinho;Sporophila albogularis;N;;Vivo;;08/11/2022 19:00
1822972;1;Unidade;Fauna;Ave;Garibaldi;Agelaius ruficapillus;N;;Vivo;;08/11/2022 19:00
1822972;2;Unidade;Fauna;Ave;Galo-da-campina;Paroaria dominicana;N;;Vivo;;08/11/2022 19:00
1822972;1;Unidade;Fauna;Ave;Tipio;Sicalis luteola;N;;Vivo;;08/11/2022 19:00
1822972;1;Unidade;Fauna;Ave;Sanhaço-cinzento;Thraupis sayaca;N;;Vivo;;08/11/2022 19:00
1806959;237;kg (1.000 L);Pesca;Pescado;Pirarucu;Arapaima gigas;S;;Morto;;08/11/2022 19:00
1840438;12;Unidade;Fauna;;Bicudo;Oryzoborus maximiliani;N;;Vivo;;08/11/2022 19:00
1813433;1;Unidade;Fauna;;Golinho;Sporophila albogularis;N;;Vivo;;08/11/2022 19:00
1813433;1;Unidade;Fauna;;;;N;;Vivo;;08/11/2022 19:00
1813433;1;Unidade;Fauna;Ave;Galo-da-campina;Paroaria dominicana;N;;Vivo;;08/11/2022 19:00
1918994;1;Unidade;Fauna;Ave;Caboclinho;Sporophila bouvreuil;N;;Vivo;;08/11/2022 19:00
1803732;1;Unidade;Fauna;Ave;Curica;Amazona amazonica;S;;Vivo;;08/11/2022 19:00
1803732;2;Unidade;Fauna;Ave;Papagaio-verdadeiro;Amazona aestiva;S;;Vivo;;08/11/2022 19:00
1802513;90;kg (1.000 L);Pesca;;Swamp-ghost-crab;Ucides cordatus;N;;Vivo;;08/11/2022 19:00
1809779;1;Unidade;Fauna;Ave;Saira-pintor;Tangara fastuosa;N;;Vivo;;08/11/2022 19:00
1809779;2;Unidade;Fauna;Ave;Papa-capim;Sporophila caerulescens;N;;Vivo;;08/11/2022 19:00
1809779;2;Unidade;Fauna;Ave;Cambacica;Coereba flaveola;N;;Vivo;;08/11/2022 19:00
1809779;2;Unidade;Fauna;Ave;Sanhaço-cinzento;Thraupis sayaca;N;;Vivo;;08/11/2022 19:00
1809779;6;Unidade;Fauna;Ave;Sabiá-gongá;Saltator coerulescens;N;;Vivo;;08/11/2022 19:00
1853228;1;Unidade;Fauna;Ave;Periquitão-maracanã;Aratinga leucophthalmus;S;;Vivo;;08/11/2022 19:00
1846790;7;m³;Flora;Madeira Serrada;Abiurana-da-vázea;Pouteria caimito;N;;Morta;;08/11/2022 19:00
1846790;3;m³;Flora;Madeira Serrada;Cedrorana;Swietenia macrophylla;N;;Morta;;08/11/2022 19:00
1846790;3;m³;Flora;Madeira Serrada;Catauá;Hura crepitans;N;;Morta;;08/11/2022 19:00
1846790;5;m³;Flora;Madeira Serrada;Paineira;Ceiba pentandra;N;;Morta;;08/11/2022 19:00
1856093;137;Unidade;Fauna;;arribaçã;Zenaida auriculata noronha;N;;Morto;;08/11/2022 19:00
1845075;37;m³;Flora;Tora;Tauari;Couepia  spp.;N;;Morta;;08/11/2022 19:00
1845075;7;m³;Flora;Tora;Cupiúba;Loxopterigium  spp.;N;;Morta;;08/11/2022 19:00
1838916;1;Unidade;Fauna;Ave;Graúna;Gnorimopsar chopi;N;;Vivo;;08/11/2022 19:00
1838931;1;Unidade;Fauna;Ave;Bicudo-verdadeiro;Oryzoborus maximiliani;N;;Vivo;;08/11/2022 19:00
1838931;1;Unidade;Fauna;Ave;Papa-capim;Sporophila caerulescens;N;;Vivo;;08/11/2022 19:00
1838931;1;Unidade;Fauna;Ave;Trinca-ferro-verdadeiro;Saltator similis;N;;Vivo;;08/11/2022 19:00
1803408;1;Unidade;Fauna;Ave;Pintassilgo-do-nordeste;Carduelis yarrellii;N;;Vivo;;08/11/2022 19:00
